Wall time,Step,Value
1758726336.8597043,10525632,70.0
1758726345.6163015,10566272,10.0
1758726348.163573,10570240,28.0
1758726349.4974787,10581824,29.0
1758726361.4810054,10632704,18.0
1758726373.2057273,10680832,63.0
1758726388.0164344,10736384,30.0
1758726392.1091425,10752896,69.0
1758726395.5477645,10764800,54.0
1758726395.9588492,10768320,21.0
1758726396.360729,10771776,66.0
1758726396.4735656,10772800,79.0
1758726396.5311043,10773312,48.0
1758726397.2120914,10779648,21.0
1758726407.8614192,10817600,67.0
1758726415.8691971,10849856,6.0
1758726417.070686,10860800,33.0
1758726420.6936288,10874432,57.0
1758726427.384801,10895552,53.0
1758726443.619121,10963904,8.0
1758726451.8447978,10998400,43.0
1758726452.4051154,11003200,51.0
1758726759.5589852,11022912,58.0
1758726763.0864377,11034880,18.0
1758726766.6551101,11047616,55.0
1758726770.8052053,11065920,28.0
1758726777.9977815,11093184,22.0
1758726782.5195286,11115648,55.0
1758726793.5209513,11158208,4.0
1758726795.1132214,11173120,10.0
1758726798.8799534,11188288,55.0
1758726805.5367944,11210432,15.0
1758726817.9392953,11266240,60.0
1758726821.8035686,11282176,71.0
1758726829.3865814,11312768,2.0
1758726852.81361,11411584,46.0
1758726861.41024,11452160,23.0
1758726864.3216455,11459328,73.0
1758726865.114416,11466688,10.0
1758726872.0486968,11491200,8.0
1758726872.374924,11494272,44.0
1758726875.9317775,11507520,63.0
1758727189.3249128,11567552,28.0
1758727190.3775196,11577408,59.0
1758727190.4433646,11578048,18.0
1758727190.5769346,11579264,51.0
1758727193.268158,11583680,59.0
1758727193.8720717,11589248,15.0
1758727194.5803754,11596032,58.0
1758727201.5834665,11620288,8.0
1758727206.8462496,11648256,43.0
1758727209.573002,11653824,39.0
1758727213.3067737,11668480,76.0
1758727218.5804884,11696768,36.0
1758727221.9659956,11707776,34.0
1758727237.9073265,11773760,67.0
1758727250.2456715,11826944,71.0
1758727260.694438,11862720,18.0
1758727264.9298217,11881920,50.0
1758727268.6722832,11896128,33.0
1758727269.685689,11905856,54.0
1758727277.611111,11936448,59.0
1758727282.5191333,11959616,60.0
1758727284.9229708,11961152,8.0
1758727297.9780138,12018048,6.0
1758727302.014304,12035584,42.0
1758727623.7776906,12117056,60.0
1758727647.3205998,12213248,64.0
1758727647.327778,12213312,12.0
1758727648.2799838,12222208,70.0
1758727659.04029,12260608,66.0
1758727662.5125635,12272320,41.0
1758727666.7492554,12291840,65.0
1758727691.4502804,12399808,42.0
1758727694.7741818,12409984,10.0
1758727699.0111504,12428480,7.0
1758727702.0709827,12436608,50.0
1758727713.9948022,12486848,67.0
1758727734.0488346,12571456,41.0
1758728059.3826675,12663936,8.0
1758728063.0044749,12675840,64.0
1758728070.72591,12704000,31.0
1758728074.6808426,12719936,39.0
1758728075.2257085,12724992,48.0
1758728086.4657602,12769792,32.0
1758728094.9697778,12809216,14.0
1758728109.9145067,12868992,63.0
1758728114.5962894,12892544,20.0
1758728118.0277479,12904448,48.0
1758728120.9760647,12911936,61.0
1758728126.0739207,12939328,58.0
1758728133.1251385,12964864,56.0
1758728133.1666133,12965248,20.0
1758728134.2800105,12975744,9.0
1758728140.6900957,12995392,57.0
1758728141.2628443,13000768,62.0
1758728145.0462482,13016064,2.0
1758728149.273859,13035456,34.0
1758728149.4152603,13036800,46.0
1758728153.3414214,13053312,57.0
1758728159.9427931,13074560,21.0
1758728466.9733047,13116544,19.0
1758728467.6838653,13123264,45.0
1758728474.6432164,13146240,34.0
1758728478.0422156,13157568,44.0
1758728494.529565,13231104,56.0
1758728494.8467143,13234048,19.0
1758728498.9033318,13251840,53.0
1758728502.7030988,13267264,70.0
1758728506.2739604,13280448,22.0
1758728509.605439,13291328,42.0
1758728518.4497104,13333952,62.0
1758728521.7732027,13344832,43.0
1758728521.8489804,13345536,35.0
1758728521.9207604,13346176,39.0
1758728528.8810816,13371392,25.0
1758728528.941109,13371968,47.0
1758728541.2793324,13427072,50.0
1758728544.5582821,13437632,18.0
1758728553.0791042,13477120,25.0
1758728564.5107584,13523648,70.0
1758728571.6726556,13550336,64.0
1758728571.8990333,13552384,66.0
1758728572.8466287,13561216,18.0
1758728573.2950199,13565440,42.0
1758728576.1347475,13571904,68.0
1758728576.5057883,13575424,48.0
1758728577.2069921,13581952,9.0
1758728583.7611723,13602944,16.0
1758728584.3070438,13608128,52.0
1758728895.7845159,13647488,37.0
1758728911.493956,13708416,37.0
1758728915.8700578,13729088,11.0
1758728922.70936,13750848,48.0
1758728926.482015,13765760,64.0
1758728931.4524965,13791360,35.0
1758728931.8369157,13794944,14.0
1758728934.109513,13795968,67.0
1758728955.049067,13886912,24.0
1758728962.324477,13912448,1.0
1758728966.2630618,13927872,51.0
1758728974.2100563,13959232,60.0
1758728991.7463505,14039296,56.0
1758729006.3803692,14094848,17.0
1758729006.6297908,14097152,64.0
1758729007.0780602,14101440,49.0
1758729010.1703846,14110144,56.0
1758729011.008313,14118016,63.0
1758729015.3768277,14138304,65.0
1758729018.5791996,14147712,17.0
1758729336.7488518,14215872,10.0
1758729344.9972482,14251904,53.0
1758729345.1183078,14253056,13.0
1758729351.9815354,14276672,3.0
1758729371.4862874,14357504,26.0
1758729375.8678374,14378176,60.0
1758729380.5297053,14401472,27.0
1758729398.7090561,14468352,10.0
1758729407.2533476,14505984,22.0
1758729435.8352613,14625600,29.0
1758729443.5092928,14655680,29.0
1758729447.186027,14668992,70.0
1758729752.3347893,14695168,19.0
1758729755.491484,14703104,16.0
1758729760.1925836,14725952,29.0
1758729766.9714358,14748160,39.0
1758729767.2635744,14750912,66.0
1758729767.8084738,14755968,34.0
1758729771.4221797,14769536,46.0
1758729782.7207248,14814528,70.0
1758729791.1615465,14852928,29.0
1758729794.1155288,14860352,8.0
1758729794.355035,14862592,72.0
1758729794.4570339,14863552,63.0
1758729795.7242594,14875456,24.0
1758729802.7581766,14900288,62.0
1758729819.2449007,14973248,18.0
1758729825.6660314,14992960,78.0
1758729826.9706688,15005120,47.0
1758729830.2587984,15015680,13.0
1758729865.7495675,15164992,10.0
1758729869.4637723,15179392,72.0
1758730184.2990088,15226240,66.0
1758730188.6162872,15244480,54.0
1758730189.0565617,15248448,4.0
1758730193.3665283,15266624,6.0
1758730208.7478244,15327552,17.0
1758730213.3382537,15349952,10.0
1758730231.7192864,15418688,62.0
1758730232.281824,15424000,39.0
1758730235.850188,15436096,36.0
1758730264.178022,15555584,62.0
1758730281.0540376,15630336,64.0
1758730288.178954,15656384,23.0
1758730288.690712,15660992,44.0
1758730300.0289593,15705280,17.0
1758730616.1899898,15760640,14.0
1758730634.508391,15828160,32.0
1758730635.2804945,15835520,13.0
1758730638.562297,15845824,30.0
1758730650.1854026,15893376,62.0
1758730650.3690422,15895104,45.0
1758730651.0866277,15901248,29.0
1758730651.1954725,15902272,58.0
1758730654.123064,15909312,12.0
1758730654.766673,15915328,58.0
1758730654.9988134,15917504,28.0
1758730655.8323312,15924800,2.0
1758730658.6720684,15931392,62.0
1758730659.3213174,15937664,35.0
1758730663.5101507,15956416,61.0
1758730666.007092,15959232,27.0
1758730666.9425528,15967552,27.0
1758730681.8588915,16023872,27.0
1758730682.6829648,16031744,21.0
1758730685.8235807,16040768,11.0
1758730698.8819487,16099584,50.0
1758730707.2272446,16136704,13.0
1758730714.735908,16164736,4.0
1758730717.6038852,16171200,43.0
